Protein IDs	Itaru contami list	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides CAPD3_4	Peptides CAPD3_5	Peptides CAPH_1	Peptides CAPH_2	Peptides SCC1_2	Peptides SCC1_3	Peptides SCC1_4	Peptides SMC2_1	Peptides SMC2_4	Peptides SMC5_1	Peptides SMC5_3	Razor + unique peptides CAPD3_4	Razor + unique peptides CAPD3_5	Razor + unique peptides CAPH_1	Razor + unique peptides CAPH_2	Razor + unique peptides SCC1_2	Razor + unique peptides SCC1_3	Razor + unique peptides SCC1_4	Razor + unique peptides SMC2_1	Razor + unique peptides SMC2_4	Razor + unique peptides SMC5_1	Razor + unique peptides SMC5_3	Unique peptides CAPD3_4	Unique peptides CAPD3_5	Unique peptides CAPH_1	Unique peptides CAPH_2	Unique peptides SCC1_2	Unique peptides SCC1_3	Unique peptides SCC1_4	Unique peptides SMC2_1	Unique peptides SMC2_4	Unique peptides SMC5_1	Unique peptides SMC5_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Experiment CAPD3_4	Experiment CAPD3_5	Experiment CAPH_1	Experiment CAPH_2	Experiment SCC1_2	Experiment SCC1_3	Experiment SCC1_4	Experiment SMC2_1	Experiment SMC2_4	Experiment SMC5_1	Experiment SMC5_3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L CAPD3_4	Ratio H/L normalized CAPD3_4	Ratio H/L variability [%] CAPD3_4	Ratio H/L count CAPD3_4	Ratio H/L CAPD3_5	Ratio H/L normalized CAPD3_5	Ratio H/L variability [%] CAPD3_5	Ratio H/L count CAPD3_5	Ratio H/L CAPH_1	Ratio H/L normalized CAPH_1	Ratio H/L variability [%] CAPH_1	Ratio H/L count CAPH_1	Ratio H/L CAPH_2	Ratio H/L normalized CAPH_2	Ratio H/L variability [%] CAPH_2	Ratio H/L count CAPH_2	Ratio H/L SCC1_2	Ratio H/L normalized SCC1_2	Ratio H/L variability [%] SCC1_2	Ratio H/L count SCC1_2	Ratio H/L SCC1_3	Ratio H/L normalized SCC1_3	Ratio H/L variability [%] SCC1_3	Ratio H/L count SCC1_3	Ratio H/L SCC1_4	Ratio H/L normalized SCC1_4	Ratio H/L variability [%] SCC1_4	Ratio H/L count SCC1_4	Ratio H/L SMC2_1	Ratio H/L normalized SMC2_1	Ratio H/L variability [%] SMC2_1	Ratio H/L count SMC2_1	Ratio H/L SMC2_4	Ratio H/L normalized SMC2_4	Ratio H/L variability [%] SMC2_4	Ratio H/L count SMC2_4	Ratio H/L SMC5_1	Ratio H/L normalized SMC5_1	Ratio H/L variability [%] SMC5_1	Ratio H/L count SMC5_1	Ratio H/L SMC5_3	Ratio H/L normalized SMC5_3	Ratio H/L variability [%] SMC5_3	Ratio H/L count SMC5_3	Sequence coverage CAPD3_4 [%]	Sequence coverage CAPD3_5 [%]	Sequence coverage CAPH_1 [%]	Sequence coverage CAPH_2 [%]	Sequence coverage SCC1_2 [%]	Sequence coverage SCC1_3 [%]	Sequence coverage SCC1_4 [%]	Sequence coverage SMC2_1 [%]	Sequence coverage SMC2_4 [%]	Sequence coverage SMC5_1 [%]	Sequence coverage SMC5_3 [%]	Intensity	Intensity L	Intensity H	Intensity CAPD3_4	Intensity L CAPD3_4	Intensity H CAPD3_4	Intensity CAPD3_5	Intensity L CAPD3_5	Intensity H CAPD3_5	Intensity CAPH_1	Intensity L CAPH_1	Intensity H CAPH_1	Intensity CAPH_2	Intensity L CAPH_2	Intensity H CAPH_2	Intensity SCC1_2	Intensity L SCC1_2	Intensity H SCC1_2	Intensity SCC1_3	Intensity L SCC1_3	Intensity H SCC1_3	Intensity SCC1_4	Intensity L SCC1_4	Intensity H SCC1_4	Intensity SMC2_1	Intensity L SMC2_1	Intensity H SMC2_1	Intensity SMC2_4	Intensity L SMC2_4	Intensity H SMC2_4	Intensity SMC5_1	Intensity L SMC5_1	Intensity H SMC5_1	Intensity SMC5_3	Intensity L SMC5_3	Intensity H SMC5_3
Q5ZJB4;F1NLD4		Q5ZJB4;F1NLD4	13;13	13;13	13;13	Inhibitor of nuclear factor kappa-B kinase subunit alpha	CHUK	>sp|Q5ZJB4|IKKA_CHICK Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Gallus gallus GN=CHUK PE=2 SV=1;>tr|F1NLD4|F1NLD4_CHICK Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Gallus gallus GN=CHUK PE=4 SV=1	2	13	13	13	2	0	5	1	0	0	2	3	0	0	6	2	0	5	1	0	0	2	3	0	0	6	2	0	5	1	0	0	2	3	0	0	6	25.2	25.2	25.2	86.143	759	759;759	4		7	1			3	5			8	1.00E-87	0.45428	0.67611	72.933	22	0.63855	0.75715	42.947	2	NA	NA	NA	0	0.22602	0.21455	61.113	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	1.3552	1.6232	70.389	3	0.55279	0.79229	30.943	3	NA	NA	NA	0	NA	NA	NA	0	0.45793	0.73578	52.066	8	5.3	0	7.6	2	0	0	2.9	7.6	0	0	11.3	909860000	566070000	343790000	54218000	25552000	28666000	0	0	0	185430000	146390000	39037000	0	0	0	0	0	0	0	0	0	333740000	157810000	175930000	3013900	2107900	906060	0	0	0	0	0	0	333460000	234210000	99254000
Q5ZJB7		Q5ZJB7	8	8	8	Charged multivesicular body protein 7	CHMP7	>sp|Q5ZJB7|CHMP7_CHICK Charged multivesicular body protein 7 OS=Gallus gallus GN=CHMP7 PE=2 SV=1	1	8	8	8	2	0	2	0	0	0	1	4	2	0	2	2	0	2	0	0	0	1	4	2	0	2	2	0	2	0	0	0	1	4	2	0	2	31.2	31.2	31.2	49.779	448	448	2		2				1	4	3		2	3.68E-50	0.56169	0.59769	37.63	8	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.65304	0.88864	13.973	4	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	6.7	0	4.7	0	0	0	4.2	17.9	6.7	0	9.2	235650000	161570000	74085000	40767000	31869000	8897600	0	0	0	16022000	9584800	6437300	0	0	0	0	0	0	0	0	0	0	0	0	3313100	1994200	1318900	30989000	22623000	8366000	0	0	0	144560000	95497000	49066000
Q5ZJC8;F1P3M7		Q5ZJC8;F1P3M7	12;11	12;11	12;11	"mTERF domain-containing protein 1, mitochondrial"	MTERFD1	">sp|Q5ZJC8|MTER1_CHICK mTERF domain-containing protein 1, mitochondrial  OS=Gallus gallus GN=MTERFD1 PE=2 SV=1;>tr|F1P3M7|F1P3M7_CHICK mTERF domain-containing protein 1, mitochondrial  OS=Gallus gallus GN=MTERFD1 PE=4 SV=1"	2	12	12	12	0	2	5	6	0	1	0	3	1	0	2	0	2	5	6	0	1	0	3	1	0	2	0	2	5	6	0	1	0	3	1	0	2	39	39	39	45.633	405	405;405		2	8	10		1		3	1		2	2.02E-72	0.27435	0.26983	68.381	20	NA	NA	NA	0	NA	NA	NA	1	0.27086	0.27459	47.188	5	0.17096	0.16384	42.066	9	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	0.6004	0.75578	13.143	3	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0	7.7	19	23.5	0	3.5	0	16	4	0	6.2	510910000	405140000	105770000	0	0	0	34268000	28363000	5905000	183450000	129030000	54425000	269370000	233070000	36300000	0	0	0	1450800	935380	515380	0	0	0	2180200	1474400	705760	20188000	12273000	7915700	0	0	0	0	0	0
Q5ZJD3;F1P2L5		Q5ZJD3;F1P2L5	39;38	39;38	38;38	Large subunit GTPase 1 homolog	LSG1	>sp|Q5ZJD3|LSG1_CHICK Large subunit GTPase 1 homolog OS=Gallus gallus GN=LSG1 PE=2 SV=1;>tr|F1P2L5|F1P2L5_CHICK Large subunit GTPase 1 homolog OS=Gallus gallus GN=LSG1 PE=2 SV=1	2	39	39	38	12	4	16	8	0	4	14	14	14	2	15	12	4	16	8	0	4	14	14	14	2	15	12	4	16	8	0	4	14	14	14	2	15	65.8	65.8	63.6	73.83	653	653;653	15	5	25	17		4	21	17	18	3	26	2.21E-268	0.69207	0.8128	52.17	120	0.7086	0.85502	26.115	12	0.85615	0.93652	32.016	4	0.65855	0.58187	55.734	21	0.85254	0.84271	26.672	10	NA	NA	NA	0	1.2132	2.1288	210.08	4	1.2925	1.5872	12.679	14	0.63945	0.88389	23.926	17	0.88177	0.6868	26.527	15	0.66419	0.84302	5.6916	2	0.46067	0.76684	23.093	21	21.6	9.5	34.5	13.6	0	7.5	27.1	30	27.4	2.6	32.5	6256200000	3459300000	2797000000	595280000	336880000	258390000	207470000	96064000	111400000	1374000000	805510000	568510000	520350000	227660000	292690000	0	0	0	107690000	105460000	2227100	1131800000	483690000	648110000	99109000	55033000	44076000	953450000	500910000	452540000	3152100	468380	2683700	1263900000	847580000	416320000
Q5ZJF1		Q5ZJF1	13	13	13	COP9 signalosome complex subunit 3	COPS3	>sp|Q5ZJF1|CSN3_CHICK COP9 signalosome complex subunit 3 OS=Gallus gallus GN=COPS3 PE=2 SV=1	1	13	13	13	1	2	3	4	0	1	3	3	4	0	10	1	2	3	4	0	1	3	3	4	0	10	1	2	3	4	0	1	3	3	4	0	10	38.1	38.1	38.1	47.962	423	423	1	2	5	7		1	4	4	6		12	3.63E-161	0.59809	0.64576	54.908	33	NA	NA	NA	1	0.60399	0.63892	1.5068	2	0.43279	0.3957	24.364	5	0.55193	0.5395	24.609	5	NA	NA	NA	0	NA	NA	NA	1	1.549	1.8697	5.7692	2	0.77661	1.0723	21.661	4	1.3409	1.1092	87.947	3	NA	NA	NA	0	0.45894	0.74979	27.788	10	4.7	8.3	11.8	15.8	0	4.7	12.3	14.4	14.2	0	29.6	2440300000	1542000000	898320000	129150000	73692000	55459000	120130000	76041000	44091000	260000000	180280000	79721000	79297000	50913000	28385000	0	0	0	1673800	799500	874280	125930000	47315000	78619000	19981000	10977000	9004400	229330000	68349000	160990000	0	0	0	1474800000	1033600000	441180000
Q5ZJF6;F1P0I3		Q5ZJF6;F1P0I3	56;54	56;54	56;54	Probable ATP-dependent RNA helicase DDX10	DDX10	>sp|Q5ZJF6|DDX10_CHICK Probable ATP-dependent RNA helicase DDX10 OS=Gallus gallus GN=DDX10 PE=2 SV=1;>tr|F1P0I3|F1P0I3_CHICK Probable ATP-dependent RNA helicase DDX10 OS=Gallus gallus GN=DDX10 PE=3 SV=1	2	56	56	56	31	36	20	32	0	6	15	16	13	8	28	31	36	20	32	0	6	15	16	13	8	28	31	36	20	32	0	6	15	16	13	8	28	64.8	64.8	64.8	100.16	875	875;875	58	102	35	91		12	24	23	23	10	51	0	0.92001	1.02	36.969	341	0.7283	0.86601	21.223	45	0.91134	0.97678	20.936	84	1.3969	1.2911	36.681	24	1.2974	1.2857	24.653	70	NA	NA	NA	0	0.42283	0.74088	20.68	11	1.1965	1.459	20.796	17	0.47499	0.63433	24.662	22	1.2059	0.96391	17.38	17	0.48207	0.63524	25.901	10	0.65468	1.0808	50.481	41	40.6	46.7	29	40.3	0	7.9	22.4	27.7	19.4	11.7	39.1	38817000000	19569000000	19248000000	6201400000	3618800000	2582600000	12318000000	6385900000	5931700000	3324600000	1322500000	2002100000	7106900000	3065700000	4041200000	0	0	0	47673000	33489000	14184000	1626500000	696580000	929920000	51596000	34067000	17530000	1621700000	717080000	904620000	25259000	17204000	8055300	6493300000	3677500000	2815800000
Q5ZJF7		Q5ZJF7	5	5	5		ZNF259	>tr|Q5ZJF7|Q5ZJF7_CHICK ZNF259 RCJMB04_18j18 OS=Gallus gallus GN=ZNF259 PE=2 SV=1	1	5	5	5	0	0	1	0	0	2	1	2	2	0	1	0	0	1	0	0	2	1	2	2	0	1	0	0	1	0	0	2	1	2	2	0	1	39.8	39.8	39.8	25.811	231	231			2			4	1	2	2		1	2.34E-126	0.48794	0.61451	53.163	6	NA	NA	NA	0	NA	NA	NA	0	0.56556	0.5308	50.68	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	0	0	11.3	0	0	8.7	3.9	19	9.5	0	3.9	498240000	282430000	215810000	0	0	0	0	0	0	171090000	100320000	70775000	0	0	0	0	0	0	0	0	0	126880000	53759000	73118000	3633700	2244000	1389700	111690000	68468000	43220000	0	0	0	84946000	57643000	27303000
Q5ZJG3;F1NKT5;R4GGZ9		Q5ZJG3;F1NKT5;R4GGZ9	4;4;4	4;4;4	4;4;4	Transcription factor BTF3 homolog 4	BTF3L4	>sp|Q5ZJG3|BT3L4_CHICK Transcription factor BTF3 homolog 4 OS=Gallus gallus GN=BTF3L4 PE=2 SV=1;>tr|F1NKT5|F1NKT5_CHICK Transcription factor BTF3 homolog 4 OS=Gallus gallus GN=BTF3L4 PE=4 SV=1;>tr|R4GGZ9|R4GGZ9_CHICK Transcription factor BTF3 homolog 4 OS=	3	4	4	4	0	0	2	1	0	1	1	1	0	0	3	0	0	2	1	0	1	1	1	0	0	3	0	0	2	1	0	1	1	1	0	0	3	36.7	36.7	36.7	17.232	158	158;158;186			3	1		1	1	1			9	5.87E-34	0.47646	0.75268	30.901	15	NA	NA	NA	0	NA	NA	NA	0	0.81869	0.75268	32.448	3	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.41228	0.70063	20.263	9	0	0	22.2	17.7	0	17.7	14.6	17.7	0	0	36.1	1224700000	881370000	343320000	0	0	0	0	0	0	173840000	123190000	50648000	3010700	1290000	1720700	0	0	0	3882700	1930100	1952600	0	0	0	3432800	1663200	1769600	0	0	0	0	0	0	1040500000	753290000	287230000
Q5ZJG9		Q5ZJG9	9	9	9		RCJMB04_18e19	>tr|Q5ZJG9|Q5ZJG9_CHICK HAUS1 RCJMB04_18e19 OS=Gallus gallus GN=HAUS1 PE=2 SV=1	1	9	9	9	0	0	3	1	0	0	3	0	1	0	6	0	0	3	1	0	0	3	0	1	0	6	0	0	3	1	0	0	3	0	1	0	6	38.3	38.3	38.3	34.201	300	300			3	1			5		1		6	2.03E-59	0.83591	1.0874	132.24	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.57325	0.98736	154.93	5	0	0	17	3.3	0	0	11.7	0	3.3	0	26	440310000	188090000	252210000	0	0	0	0	0	0	35635000	25278000	10358000	21743000	9739000	12004000	0	0	0	0	0	0	36651000	11639000	25012000	0	0	0	0	0	0	0	0	0	346280000	141440000	204840000
Q5ZJH1		Q5ZJH1	17	17	17		RCJMB04_18e10	>tr|Q5ZJH1|Q5ZJH1_CHICK GEMIN2 RCJMB04_18e10 OS=Gallus gallus GN=GEMIN2 PE=2 SV=1	1	17	17	17	3	2	9	7	3	2	6	9	5	1	5	3	2	9	7	3	2	6	9	5	1	5	3	2	9	7	3	2	6	9	5	1	5	62.4	62.4	62.4	30.206	263	263	3	2	18	12	7	2	9	9	5	1	6	1.11E-280	0.5245	0.6984	45.578	58	0.8595	1.0427	14.326	3	NA	NA	NA	0	0.31155	0.27786	32.185	12	0.51361	0.49563	18.082	6	0.451	0.78778	9.9869	7	0.63698	1.1106	5.7376	2	0.80473	0.95058	36.376	7	0.55051	0.74658	19.083	9	0.83164	0.64257	11.765	5	NA	NA	NA	1	0.44698	0.7082	19.586	6	13.7	9.1	46	39.5	12.5	13.3	34.6	42.6	30	8.7	25.5	3498400000	2158200000	1340200000	176110000	94079000	82029000	0	0	0	1255900000	932730000	323210000	293170000	189120000	104050000	8036100	5930400	2105600	3199000	1760000	1439100	888860000	418990000	469870000	15450000	10229000	5221100	483430000	259710000	223720000	1312700	787660	525060	372880000	244850000	128020000
Q5ZJI6		Q5ZJI6	3	3	3	Protein GTLF3B	GTLF3B	>sp|Q5ZJI6|GTL3B_CHICK Protein GTLF3B OS=Gallus gallus GN=GTLF3B PE=3 SV=1	1	3	3	3	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	33.6	33.6	33.6	12.758	110	110			1	1			3	1			2	8.15E-40	0.67707	1.1063	67.929	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.59389	0.96921	18.704	2	0	0	19.1	19.1	0	0	12.7	14.5	0	0	12.7	373670000	181710000	191960000	0	0	0	0	0	0	80080000	48938000	31143000	0	0	0	0	0	0	0	0	0	155980000	43980000	112000000	1584900	674050	910820	0	0	0	0	0	0	136020000	88118000	47903000
Q5ZJI7		Q5ZJI7	8	7	7		ARPC1A	>tr|Q5ZJI7|Q5ZJI7_CHICK ARPC1A RCJMB04_17n4 OS=Gallus gallus GN=ARPC1A PE=2 SV=1	1	8	7	7	4	2	0	2	0	3	1	0	3	2	5	3	1	0	2	0	2	1	0	3	1	4	3	1	0	2	0	2	1	0	3	1	4	29.7	23.5	23.5	41.689	370	370	4	1		2		3	1		4	1	4	9.56E-95	0.52212	0.63814	46.063	17	0.51774	0.61249	4.4089	3	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	0.683	1.2024	42.696	3	NA	NA	NA	1	NA	NA	NA	0	0.54738	0.44648	13.165	3	NA	NA	NA	1	0.46385	0.76243	28.831	4	18.6	9.5	0	7.3	0	14.1	4.6	0	9.2	10.8	20.5	781690000	498950000	282740000	257840000	158260000	99583000	40377000	29322000	11055000	0	0	0	45382000	28875000	16507000	0	0	0	10897000	6856400	4040200	19527000	8312700	11214000	0	0	0	148790000	94352000	54437000	811230	522910	288330	258070000	172450000	85613000
Q5ZJI8		Q5ZJI8	3	3	3		HIGD1A	>tr|Q5ZJI8|Q5ZJI8_CHICK HIGD1A RCJMB04_17m23 OS=Gallus gallus GN=HIGD1A PE=4 SV=1	1	3	3	3	0	1	1	1	0	2	1	0	1	0	0	0	1	1	1	0	2	1	0	1	0	0	0	1	1	1	0	2	1	0	1	0	0	52.6	52.6	52.6	10.658	95	95		1	2	2		4	2		2			1.64E-199	0.8268	1.2682	47.839	9	NA	NA	NA	0	NA	NA	NA	0	2.0441	1.9069	4.3872	2	0.78375	0.73888	2.7485	2	NA	NA	NA	0	0.73132	1.3242	64.367	3	NA	NA	NA	0	NA	NA	NA	0	1.5026	1.1832	9.8122	2	NA	NA	NA	0	NA	NA	NA	0	0	21.1	21.1	21.1	0	31.6	21.1	0	21.1	0	0	1250900000	572880000	678010000	0	0	0	0	0	0	589890000	200280000	389610000	573680000	329070000	244600000	0	0	0	35951000	21163000	14788000	0	0	0	0	0	0	51363000	22363000	29000000	0	0	0	0	0	0
Q5ZJJ8		Q5ZJJ8	5	5	5	Ubiquitin-like domain-containing CTD phosphatase 1	UBLCP1	>sp|Q5ZJJ8|UBCP1_CHICK Ubiquitin-like domain-containing CTD phosphatase 1 OS=Gallus gallus GN=UBLCP1 PE=2 SV=1	1	5	5	5	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	2	1	0	3	23.9	23.9	23.9	36.799	318	318								2	1		3	8.89E-15	0.82115	0.91256	35.364	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0.82115	1.1268	22.579	2	NA	NA	NA	1	NA	NA	NA	0	0.52759	0.86703	50.102	3	0	0	0	0	0	0	0	15.1	4.4	0	11.6	242970000	151270000	91699000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697000	874170	822820	32084000	14547000	17537000	0	0	0	209190000	135850000	73339000
Q5ZJJ9;F1NHK3		Q5ZJJ9;F1NHK3	6;6	6;6	6;6	Osteoclast-stimulating factor 1	OSTF1	>sp|Q5ZJJ9|OSTF1_CHICK Osteoclast-stimulating factor 1 OS=Gallus gallus GN=OSTF1 PE=2 SV=1;>tr|F1NHK3|F1NHK3_CHICK Osteoclast-stimulating factor 1 OS=Gallus gallus GN=OSTF1 PE=2 SV=2	2	6	6	6	0	1	4	0	0	0	2	0	2	0	1	0	1	4	0	0	0	2	0	2	0	1	0	1	4	0	0	0	2	0	2	0	1	38.1	38.1	38.1	22.296	202	202;214		1	7				3		2		2	5.53E-69	0.69127	0.90408	178.12	9	NA	NA	NA	0	NA	NA	NA	0	0.61387	0.55003	38.344	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	9.6071	10.899	293.03	2	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	0.49559	0.81235	15.129	2	0	5.9	34.2	0	0	0	16.3	0	16.3	0	5.9	2495300000	174310000	2321000000	0	0	0	0	0	0	111910000	71583000	40327000	0	0	0	0	0	0	0	0	0	1622300000	45795000	1576500000	0	0	0	738810000	41348000	697460000	0	0	0	22252000	15580000	6672100
Q5ZJK5		Q5ZJK5	10	10	10	Ligand-dependent nuclear receptor corepressor-like protein	LCORL	>sp|Q5ZJK5|LCORL_CHICK Ligand-dependent nuclear receptor corepressor-like protein OS=Gallus gallus GN=LCORL PE=2 SV=2	1	10	10	10	0	0	8	3	0	0	0	1	0	0	3	0	0	8	3	0	0	0	1	0	0	3	0	0	8	3	0	0	0	1	0	0	3	33.5	33.5	33.5	67.185	600	600			8	4				1			3	1.20E-275	1.2447	1.4062	45.39	13	NA	NA	NA	0	NA	NA	NA	0	2.1236	1.9373	61.124	6	1.2436	1.2201	27.916	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.77374	1.2436	23.922	2	0	0	27.5	11.5	0	0	0	6.5	0	0	13.7	552690000	228970000	323720000	0	0	0	0	0	0	272370000	92523000	179840000	176300000	76360000	99935000	0	0	0	0	0	0	0	0	0	373090	258400	114690	0	0	0	0	0	0	103650000	59825000	43830000
Q5ZJL4;F1NA64		Q5ZJL4;F1NA64	7;7	7;7	7;7	Polyribonucleotide 5-hydroxyl-kinase Clp1	CLP1	>sp|Q5ZJL4|CLP1_CHICK Polyribonucleotide 5-hydroxyl-kinase Clp1 OS=Gallus gallus GN=CLP1 PE=2 SV=1;>tr|F1NA64|F1NA64_CHICK Polyribonucleotide 5-hydroxyl-kinase Clp1 OS=Gallus gallus GN=CLP1 PE=4 SV=1	2	7	7	7	1	0	0	3	0	2	0	1	1	0	4	1	0	0	3	0	2	0	1	1	0	4	1	0	0	3	0	2	0	1	1	0	4	16.2	16.2	16.2	47.575	425	425;425	1			4		2		1	1		5	1.81E-14	0.80982	1.1542	24.562	12	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	1.1854	1.2108	5.6176	3	NA	NA	NA	0	0.98622	1.7555	11.904	2	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	0.55104	0.91657	13.881	5	3.5	0	0	8	0	4.5	0	1.9	2.6	0	11.8	714810000	394520000	320280000	87880000	47838000	40041000	0	0	0	0	0	0	163640000	70323000	93319000	0	0	0	11854000	6420100	5434000	0	0	0	2073800	1457100	616650	0	0	0	0	0	0	449360000	268480000	180870000
Q5ZJL7		Q5ZJL7	8	8	8	DNA damage-binding protein 2	DDB2	>sp|Q5ZJL7|DDB2_CHICK DNA damage-binding protein 2 OS=Gallus gallus GN=DDB2 PE=2 SV=1	1	8	8	8	5	3	0	2	0	0	1	0	0	0	2	5	3	0	2	0	0	1	0	0	0	2	5	3	0	2	0	0	1	0	0	0	2	22.5	22.5	22.5	57.311	507	507	7	3		2			2				2	3.88E-48	0.91241	0.94681	91.412	9	0.54344	0.65868	93.789	3	1.1231	1.1815	31.32	2	NA	NA	NA	0	2.5981	2.5685	183.56	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	1	12.8	8.3	0	4.3	0	0	2	0	0	0	7.3	759490000	247480000	512000000	376110000	135660000	240450000	103310000	47588000	55726000	0	0	0	235470000	33260000	202210000	0	0	0	0	0	0	28884000	17619000	11265000	0	0	0	0	0	0	0	0	0	15703000	13356000	2346700
Q5ZJL9;F1P0T3		Q5ZJL9;F1P0T3	2;2	2;2	2;2	SAM domain and HD domain-containing protein 1	SAMHD1	>sp|Q5ZJL9|SAMH1_CHICK Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Gallus gallus GN=SAMHD1 PE=2 SV=1;>tr|F1P0T3|F1P0T3_CHICK SAM domain and HD domain-containing protein 1 OS=Gallus gallus GN=SAMHD1 PE=4 SV=2	2	2	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	5	5	5	70.219	614	614;614			2	2								1.09E-08	1.6648	1.5893	7.8043	4	NA	NA	NA	0	NA	NA	NA	0	1.5897	1.4719	3.3602	2	1.7426	1.6778	0.16953	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	0	0	5	2	0	0	0	0	0	0	0	179510000	71289000	108220000	0	0	0	0	0	0	111100000	47677000	63424000	68405000	23612000	44794000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5ZJM0;Q5ZLX4;F1P5U0		Q5ZJM0	22;2;2	22;2;2	22;2;2		NET1	>tr|Q5ZJM0|Q5ZJM0_CHICK NET1 RCJMB04_17c24 OS=Gallus gallus GN=NET1 PE=2 SV=1	3	22	22	22	4	1	15	13	0	6	4	10	4	6	5	4	1	15	13	0	6	4	10	4	6	5	4	1	15	13	0	6	4	10	4	6	5	41.7	41.7	41.7	61.605	540	540;524;524	4	1	32	38		7	5	13	4	10	7	0	0.96074	1.0133	31.181	99	1.1559	1.3961	80.368	4	NA	NA	NA	0	1.3	1.1866	25.743	25	0.91115	0.89306	30.609	31	NA	NA	NA	0	0.77423	1.3497	10.453	6	1.2107	1.4268	3.0367	2	0.68012	0.91103	17.3	13	1.2458	1.0011	29.449	4	0.98463	1.2676	12.074	10	0.63316	1.0084	10.552	4	9.8	2	33.5	25.9	0	12.8	9.1	22.4	8.5	15	10.2	7885000000	3564600000	4320400000	179390000	89085000	90310000	0	0	0	4767400000	1995700000	2771700000	2190800000	1100100000	1090700000	0	0	0	18313000	10107000	8205400	145960000	59693000	86267000	43671000	25845000	17826000	177430000	76949000	100480000	36916000	18985000	17931000	325140000	188140000	137000000
